,households,latitude,longitude,median_house_value,median_income,ocean_proximity,population,total_bedrooms,total_rooms,House_Age
5283,1442,34.06,-118.46,500001,4.2554,0,2202,1532.0,5448,1
5284,663,34.05,-118.47,500001,3.5909,0,1229,719.0,2689,1
5285,1017,34.05,-118.46,337500,3.7721,0,1719,1151.0,4077,1
5286,983,34.05,-118.46,387500,4.6197,0,1489,1002.0,3639,1
5287,1121,34.05,-118.47,500001,4.7009,0,2048,1193.0,5215,1
5288,962,34.05,-118.47,500001,4.175,0,1725,1033.0,4401,1
5289,396,34.05,-118.48,500001,6.7496,0,751,434.0,2143,1
5290,209,34.05,-118.49,500001,7.0285,0,415,214.0,1346,1
5291,152,34.08,-118.42,500001,15.0001,0,410,148.0,1399,1
5292,439,34.07,-118.43,500001,10.3467,0,949,483.0,3203,1
5293,593,34.07,-118.43,500001,7.7382,0,1251,656.0,3251,1
5294,666,34.07,-118.44,500001,7.1674,0,1322,748.0,3535,1
5295,296,34.07,-118.44,500001,8.9565,0,1257,332.0,1973,1
5296,867,34.06,-118.44,500001,5.5,0,1763,959.0,3910,1
5297,224,34.07,-118.44,350000,2.0511,0,965,263.0,730,1
5298,213,34.06,-118.44,500001,2.2857,0,282,292.0,520,1
5299,1252,34.07,-118.45,350000,1.3125,0,3806,1452.0,4284,1
5300,1539,34.07,-118.45,350000,1.583,0,3751,1609.0,4845,1
5301,1131,34.06,-118.45,500000,2.2444,0,2667,1264.0,3367,1
5302,226,34.06,-118.46,500001,7.0674,0,482,215.0,1302,1
5303,407,34.07,-118.46,500001,6.7703,0,808,456.0,2511,1
5304,318,34.07,-118.46,500001,14.2867,0,850,301.0,2418,1
5305,414,34.07,-118.46,500001,9.2225,0,913,460.0,2564,1
5306,1450,34.06,-118.44,500001,3.2545,0,2609,1695.0,5102,0
5307,1036,34.05,-118.44,500001,4.4674,0,1886,1192.0,4780,1
5308,417,34.05,-118.44,500000,4.7109,0,798,435.0,1880,1
5309,1232,34.05,-118.44,316700,5.7097,0,2269,1312.0,5368,1
5310,463,34.06,-118.43,500001,7.2675,0,911,641.0,3184,1
5311,267,34.06,-118.43,500001,5.3777,0,601,267.0,1463,1
5312,881,34.05,-118.43,500001,5.2555,0,1581,1073.0,4251,1
5313,807,34.06,-118.44,500001,6.2389,0,1649,1119.0,4833,1
5314,536,34.06,-118.42,500001,6.1527,0,1077,565.0,2933,1
5315,274,34.06,-118.43,500001,7.4219,0,523,284.0,1317,1
5316,572,34.06,-118.43,500001,4.1908,0,1122,664.0,2982,1
5317,932,34.06,-118.43,500001,5.1999,0,1675,1018.0,4600,1
5318,97,34.06,-118.42,500001,10.8045,0,291,90.0,533,1
5319,321,34.06,-118.42,500001,6.871,0,640,334.0,1881,1
5320,937,34.05,-118.42,500001,4.8304,0,1698,1126.0,4888,1
5321,305,34.05,-118.43,500001,6.7115,0,727,290.0,1693,1
5322,893,34.05,-118.43,477300,3.9673,0,1613,949.0,3832,1
5323,1429,34.05,-118.44,305000,4.1141,0,2492,1538.0,5943,1
5324,791,34.05,-118.44,500001,4.8618,0,1588,871.0,3970,1
5325,412,34.04,-118.43,494700,5.8587,0,962,435.0,2425,1
5326,406,34.05,-118.45,181300,2.1875,0,936,399.0,801,1
5327,940,34.04,-118.45,283300,3.6673,0,1848,1045.0,3319,1
5328,1241,34.04,-118.45,277500,2.7679,0,2031,1321.0,3771,1
5329,1844,34.05,-118.46,410000,2.6509,0,3136,2138.0,6902,1
5330,1217,34.05,-118.45,275000,3.7549,0,2103,1287.0,4099,1
5331,977,34.04,-118.46,337500,3.2663,0,1820,1036.0,3522,1
5332,1420,34.04,-118.47,268800,3.5335,0,2719,1491.0,5041,1
5333,915,34.04,-118.45,393800,3.0173,0,1837,1010.0,3330,1
5334,699,34.04,-118.46,325000,3.0069,0,1390,718.0,2142,1
5335,784,34.04,-118.46,360000,3.6976,0,1558,850.0,2768,1
5336,758,34.04,-118.46,420800,3.1235,0,1404,897.0,2729,1
5337,673,34.04,-118.46,348100,3.287,0,1632,707.0,2621,1
5338,593,34.04,-118.45,360200,3.9489,0,1435,648.0,2819,1
5339,175,34.03,-118.45,300000,2.6528,0,520,168.0,727,1
5340,363,34.03,-118.45,336300,3.7813,0,931,402.0,1657,1
5341,7,34.04,-118.44,225000,2.1875,0,14,7.0,32,1
5342,4,34.04,-118.44,350000,0.536,0,3,6.0,18,1
5343,631,34.04,-118.44,347800,3.0714,0,1535,662.0,2670,1
5344,307,34.04,-118.43,485100,5.2954,0,735,308.0,1782,1
5345,273,34.04,-118.42,409800,4.925,0,639,276.0,1508,1
5346,516,34.04,-118.43,427500,4.5833,0,1115,569.0,2725,1
5347,1899,34.05,-118.41,500001,5.8758,0,3026,2211.0,9728,1
5348,608,34.05,-118.42,500001,5.0151,0,1124,652.0,2921,1
5349,386,34.05,-118.42,500001,7.8164,0,981,402.0,2533,1
5350,805,34.05,-118.4,500001,5.0762,0,1518,923.0,4473,1
5351,282,34.04,-118.4,500001,9.272,0,720,268.0,2079,1
5352,190,34.04,-118.4,500001,12.8483,0,420,174.0,1298,1
5353,269,34.03,-118.4,500001,8.1484,0,871,296.0,1831,1
5354,363,34.03,-118.41,500001,3.7277,0,994,386.0,1730,1
5355,106,34.04,-118.41,500001,8.0239,0,228,95.0,601,1
5356,554,34.05,-118.39,412500,4.0283,0,1047,576.0,2458,1
5357,531,34.05,-118.39,500001,5.222,0,1253,559.0,3105,1
5358,432,34.05,-118.4,500001,3.6953,0,859,459.0,2113,1
5359,658,34.05,-118.39,460000,4.0153,0,1139,701.0,2814,1
5360,249,34.04,-118.41,500001,10.9805,0,681,261.0,1907,1
5361,327,34.04,-118.41,500001,11.1768,0,800,332.0,2113,1
5362,577,34.03,-118.41,500001,5.1637,0,1234,635.0,3053,1
5363,357,34.04,-118.42,500001,6.626,0,771,348.0,1975,1
5364,267,34.04,-118.42,500001,5.6454,0,574,272.0,1358,1
5365,305,34.04,-118.39,500001,7.3028,0,834,312.0,2089,1
5366,283,34.04,-118.39,461300,5.5951,0,635,286.0,1873,1
5367,511,34.04,-118.4,500001,8.5938,0,1398,537.0,3863,1
5368,149,34.05,-118.4,500001,10.4519,0,394,145.0,1028,1
5369,204,34.05,-118.39,500001,6.6368,0,577,203.0,1467,1
5370,543,34.04,-118.38,207700,2.2961,0,1794,592.0,2237,1
5371,672,34.04,-118.38,254200,2.7226,0,2120,727.0,2846,1
5372,118,34.04,-118.38,340400,6.2895,0,254,130.0,767,1
5373,758,34.04,-118.38,309100,2.0437,0,2054,771.0,3005,1
5374,553,34.04,-118.38,271600,3.4063,0,1665,569.0,2614,1
5375,30,34.04,-118.39,237500,4.125,0,85,23.0,101,1
5376,289,34.04,-118.39,340400,4.7386,0,666,277.0,1492,1
5377,269,34.04,-118.39,308300,3.9038,0,669,279.0,1230,1
5378,481,34.03,-118.39,232500,3.2228,0,1161,536.0,1722,1
5379,914,34.03,-118.39,319400,3.0574,0,1890,1050.0,3442,1
5380,287,34.03,-118.4,319400,3.2222,0,491,318.0,1101,1
5381,199,34.03,-118.4,372800,6.5669,0,520,201.0,1006,1
5382,1250,34.03,-118.41,327300,2.8418,0,2435,1394.0,4376,1
5383,2144,34.02,-118.4,300000,3.116,0,3870,2331.0,7297,1
5384,228,34.02,-118.4,184400,2.4135,0,397,201.0,515,1
5385,1147,34.03,-118.41,366700,3.1642,0,1764,1192.0,3711,1
5386,692,34.02,-118.41,281300,3.5022,0,1322,756.0,2610,1
5387,1752,34.02,-118.41,320000,3.0965,0,3390,1866.0,5825,1
5388,437,34.03,-118.39,55000,3.1415,0,746,509.0,1450,1
5389,1845,34.03,-118.4,275000,3.4058,0,3397,1978.0,6152,1
5390,527,34.03,-118.38,222100,2.9344,0,1756,569.0,2101,1
5391,370,34.03,-118.39,230900,3.7206,0,1237,375.0,1366,1
5392,161,34.04,-118.37,202800,3.1827,0,514,170.0,888,1
5393,382,34.04,-118.37,143000,2.767,0,1094,424.0,1809,1
5394,246,34.03,-118.38,185700,2.6402,0,705,255.0,912,1
5395,131,34.04,-118.37,333300,2.25,0,442,161.0,542,1
5396,290,34.04,-118.37,289400,4.0781,0,727,278.0,1465,1
5397,221,34.03,-118.42,427300,5.0866,0,637,223.0,1262,1
5398,306,34.03,-118.43,373600,5.2099,0,788,311.0,1740,1
5399,387,34.03,-118.43,340800,3.2308,0,855,429.0,1733,1
5400,435,34.03,-118.43,372700,3.1875,0,894,516.0,1706,1
5401,158,34.03,-118.42,344200,3.3542,0,358,176.0,904,1
5402,588,34.03,-118.44,352400,3.2396,0,1349,659.0,2059,1
5403,352,34.03,-118.43,346700,3.6467,0,867,388.0,1552,1
5404,224,34.03,-118.44,357600,3.625,0,488,205.0,1193,1
5405,202,34.03,-118.44,331000,4.2434,0,489,189.0,975,1
5406,274,34.03,-118.44,343800,3.125,0,606,303.0,1039,1
5407,304,34.03,-118.45,318100,3.3482,0,711,320.0,1240,1
5408,481,34.03,-118.45,353900,4.0231,0,993,528.0,2083,1
5409,251,34.03,-118.44,350900,4.2411,0,561,265.0,1164,1
5410,321,34.02,-118.44,386000,6.2583,0,783,308.0,1592,1
5411,240,34.01,-118.44,400000,4.5795,0,651,246.0,1408,1
5412,228,34.01,-118.44,418800,5.1708,0,534,221.0,1309,1
5413,228,34.01,-118.45,440100,5.8666,0,626,250.0,1328,1
5414,229,34.01,-118.45,354300,6.3516,0,559,240.0,1361,1
5415,417,34.01,-118.45,405800,6.4755,0,1123,418.0,2424,1
5416,461,34.02,-118.44,500001,4.0429,0,921,490.0,2242,1
5417,247,34.01,-118.43,489800,5.3403,0,675,242.0,1487,1
5418,617,34.02,-118.44,465700,6.2917,0,1321,632.0,3278,1
5419,368,34.02,-118.43,500001,3.9091,0,830,437.0,2172,1
5420,242,34.02,-118.43,500001,8.1631,0,634,244.0,1528,1
5421,514,34.02,-118.43,500001,4.3906,0,1001,516.0,2403,1
5422,156,34.03,-118.42,374300,4.5278,0,326,131.0,629,1
5423,1185,34.03,-118.41,463600,3.6019,0,2165,1311.0,4374,1
5424,781,34.02,-118.42,340800,3.6488,0,1423,815.0,3244,1
5425,413,34.02,-118.42,414100,4.9676,0,973,444.0,2243,1
5426,665,34.02,-118.42,394700,3.1941,0,1248,737.0,3167,1
5427,947,34.02,-118.42,450000,2.2402,0,2626,942.0,2995,1
5428,362,34.02,-118.41,307000,3.3462,0,805,357.0,1430,1
5429,898,34.02,-118.42,348800,3.1746,0,1655,1134.0,3292,1
5430,789,34.02,-118.42,301900,3.4269,0,1745,842.0,2664,1
5431,420,34.02,-118.41,310000,3.725,0,1161,442.0,1728,1
5432,1334,34.02,-118.41,225000,3.3955,0,2636,1472.0,4702,1
5433,625,34.02,-118.41,315500,3.0833,0,1594,618.0,2224,1
5434,510,34.01,-118.42,420100,4.7083,0,1280,535.0,2731,1
5435,311,34.01,-118.42,394000,3.5667,0,703,356.0,1300,1
5436,1002,34.01,-118.43,412500,2.697,0,2242,1021.0,3133,1
5437,285,34.01,-118.43,446600,6.4232,0,746,279.0,1527,1
5438,504,34.01,-118.43,500001,4.7009,0,1046,528.0,2526,1
5439,393,34.01,-118.44,420000,6.0804,0,907,396.0,2061,1
5440,341,34.0,-118.44,362200,2.599,0,821,338.0,1462,1
5441,314,34.0,-118.44,355800,4.75,0,835,353.0,1798,1
5442,345,34.0,-118.45,334700,4.7,0,867,359.0,1909,1
5443,311,34.0,-118.44,321300,3.875,0,806,346.0,1287,1
5444,559,34.0,-118.43,324000,3.3995,0,1341,597.0,2148,1
5445,1585,34.0,-118.44,243100,3.1579,0,3335,1707.0,5822,1
5446,368,34.0,-118.44,324300,4.1083,0,874,377.0,1562,1
5447,362,34.01,-118.42,335400,3.099,0,952,369.0,1594,1
5448,449,34.01,-118.42,344200,3.6611,0,960,489.0,1996,1
5449,410,34.0,-118.42,458600,3.9798,0,1002,456.0,1930,1
5450,1815,34.0,-118.43,310900,2.7058,0,3586,1963.0,6128,1
5451,103,34.01,-118.46,343100,5.6428,0,266,98.0,513,1
5452,1053,34.0,-118.46,345600,2.918,0,2054,1100.0,4098,1
5453,84,34.0,-118.46,326700,5.1664,0,248,83.0,388,1
5454,247,34.0,-118.46,346900,4.7344,0,679,260.0,1392,1
5455,153,34.01,-118.46,297200,4.2813,0,347,148.0,711,1
5456,376,34.0,-118.47,287500,2.7143,0,891,390.0,1235,1
5457,537,34.0,-118.47,263500,2.288,0,1839,636.0,2331,1
5458,159,34.0,-118.46,235700,2.3542,0,538,174.0,614,1
5459,526,33.99,-118.47,321400,2.8417,0,1491,501.0,1875,1
5460,737,34.0,-118.47,305800,2.6042,0,1801,765.0,2586,1
5461,330,33.99,-118.47,300000,2.0714,0,1178,376.0,1312,1
5462,270,33.99,-118.47,285000,2.5938,0,833,310.0,1146,1
5463,198,33.99,-118.47,239300,2.1471,0,645,235.0,854,1
5464,587,33.98,-118.51,425000,2.3417,0,865,679.0,1901,1
5465,590,33.99,-118.48,387500,2.5523,0,1107,686.0,2219,1
5466,478,33.99,-118.47,414300,3.015,0,764,501.0,1568,1
5467,408,33.99,-118.47,412500,3.0682,0,636,447.0,1523,1
5468,570,33.99,-118.47,358700,2.8514,0,1095,622.0,2167,1
5469,637,33.99,-118.47,267500,3.4071,0,1082,721.0,2155,1
5470,416,33.99,-118.47,500001,2.975,0,665,454.0,1438,1
5471,313,33.97,-118.5,350000,2.2643,0,388,329.0,709,1
5472,242,33.99,-118.45,363200,4.1861,0,573,244.0,1010,1
5473,253,33.99,-118.46,334700,3.5234,0,528,253.0,1158,1
5474,256,33.99,-118.46,335900,4.0598,0,531,287.0,1122,1
5475,206,34.0,-118.46,325800,3.6458,0,493,230.0,941,1
5476,194,34.0,-118.46,372000,3.875,0,376,206.0,888,1
5477,334,34.0,-118.45,348300,4.45,0,896,362.0,1777,1
5478,354,34.0,-118.45,345800,3.962,0,862,408.0,1606,1
5479,433,34.0,-118.45,326700,4.575,0,1142,408.0,1923,1
5480,713,33.99,-118.45,325000,2.9722,0,1720,785.0,3125,1
5481,424,33.99,-118.45,339000,3.1607,0,779,472.0,1829,1
5482,268,33.99,-118.46,303800,3.1992,0,562,285.0,885,1
5483,453,33.99,-118.46,360600,4.337,0,1075,460.0,1828,1
5484,556,33.98,-118.46,466700,5.2121,0,1009,591.0,2388,1
5485,265,33.99,-118.46,500001,4.0156,0,478,300.0,1214,1
5486,458,33.98,-118.46,500001,3.8935,0,806,520.0,2217,1
5487,696,33.97,-118.5,500001,5.128,0,1157,808.0,2737,1
5488,264,33.99,-118.45,343100,4.5673,0,654,269.0,1132,1
5489,371,33.99,-118.45,420800,6.0672,0,953,405.0,1919,1
5490,663,33.98,-118.46,500001,3.8068,0,964,726.0,2520,1
5491,378,33.97,-118.46,500001,3.8698,0,648,427.0,1658,1
5492,2003,33.97,-118.46,500001,6.1726,0,3408,2473.0,9430,1
5493,447,33.97,-118.46,500001,10.0,0,777,521.0,2461,1
5494,149,33.96,-118.48,500001,12.0088,0,237,181.0,895,1
5495,268,34.0,-118.4,321800,5.8083,0,705,339.0,1526,0
5496,159,34.0,-118.41,272000,2.8393,0,381,161.0,684,1
5497,880,34.0,-118.41,271200,3.191,0,3738,934.0,3550,1
5498,456,34.0,-118.41,276300,2.9338,0,884,441.0,1307,1
5499,978,34.0,-118.42,287500,3.1603,0,2355,1180.0,3771,1
5500,494,33.99,-118.42,284600,3.725,0,1428,482.0,1701,1
5501,465,33.99,-118.43,324000,4.3281,0,1135,495.0,2243,1
5502,1538,33.98,-118.43,351700,7.5426,0,2927,1590.0,8324,1
5503,415,33.99,-118.43,320000,2.6667,0,1260,461.0,1899,1
5504,493,33.99,-118.43,302900,4.0189,0,1212,548.0,2483,1
5505,1229,33.99,-118.42,366900,4.4228,0,2847,1245.0,5548,1
5506,153,33.98,-118.42,450000,3.6667,0,236,155.0,475,0
5507,541,33.99,-118.43,301300,4.875,0,1328,558.0,2558,1
5508,303,33.99,-118.44,303900,4.3333,0,782,308.0,1432,1
5509,777,33.99,-118.41,215000,1.1985,0,3212,822.0,3014,1
5510,194,33.99,-118.42,248900,4.0893,0,599,171.0,740,1
5511,394,33.99,-118.42,263800,4.5521,0,1079,419.0,1724,1
5512,307,34.0,-118.41,265500,2.7153,0,1026,305.0,1062,1
5513,215,33.99,-118.41,276100,3.6538,0,632,234.0,1089,1
5514,356,33.99,-118.4,276700,2.825,0,1113,380.0,1613,1
5515,735,33.98,-118.41,307200,3.9727,0,1695,777.0,3331,1
5516,180,33.97,-118.39,357200,6.2673,0,374,175.0,993,1
5517,434,33.97,-118.38,362600,7.4897,0,1151,458.0,2715,1
5518,185,33.97,-118.39,361400,6.235,0,513,186.0,1097,1
5519,506,33.97,-118.39,345900,5.1333,0,1146,510.0,2700,1
5520,335,33.97,-118.39,350800,6.5778,0,839,352.0,2198,1
5521,263,33.96,-118.39,340700,5.8143,0,581,252.0,1361,1
5522,292,33.96,-118.39,329400,3.625,0,662,374.0,1436,1
5523,231,33.98,-118.36,316000,3.0927,0,584,234.0,1113,1
5524,73,33.98,-118.37,331800,4.3438,0,131,69.0,303,1
5525,1544,33.97,-118.37,285700,3.3889,0,2725,1781.0,6699,1
5526,266,33.97,-118.41,387200,6.1333,0,668,275.0,1629,1
5527,360,33.97,-118.41,363500,5.5941,0,849,388.0,2298,1
5528,320,33.96,-118.4,363600,6.8197,0,877,314.0,1877,1
5529,282,33.96,-118.41,356000,6.0286,0,753,306.0,1802,1
5530,232,33.97,-118.41,365900,6.2022,0,581,224.0,1464,1
5531,474,33.97,-118.41,352300,4.6176,0,3732,503.0,2789,1
5532,237,33.97,-118.42,365200,4.9375,0,562,240.0,1462,1
5533,209,33.96,-118.42,365900,5.618,0,494,216.0,1282,1
5534,163,33.96,-118.43,422000,6.1985,0,415,216.0,1104,1
5535,355,33.96,-118.43,500001,5.8864,0,800,345.0,1860,1
5536,447,33.96,-118.44,500001,5.6435,0,978,491.0,2799,1
5537,254,33.96,-118.43,500001,8.7819,0,704,270.0,1901,1
5538,4,33.97,-118.43,500001,7.7197,0,17,7.0,70,1
5539,579,33.96,-118.42,356100,5.0714,0,1257,966.0,4393,1
5540,3595,33.96,-118.43,283200,5.1064,0,6270,3984.0,14891,1
5541,172,33.97,-118.4,411200,5.6169,0,451,161.0,913,1
5542,117,33.98,-118.4,432100,5.9856,0,314,118.0,714,1
5543,441,33.98,-118.4,456600,5.611,0,996,452.0,2526,1
5544,180,33.97,-118.4,434800,7.5953,0,502,174.0,1089,1
5545,242,33.97,-118.4,456300,4.6364,0,494,248.0,1364,1
5546,461,33.97,-118.4,377200,5.9544,0,1221,453.0,2825,1
5547,409,33.96,-118.4,330700,5.6732,0,1028,454.0,2416,1
5548,348,33.97,-118.37,287800,5.726,0,847,355.0,1833,1
5549,326,33.97,-118.38,294500,6.019,0,813,337.0,1859,1
5550,450,33.96,-118.38,299000,4.6923,0,1287,458.0,2395,1
5551,920,33.95,-118.38,400000,3.2708,0,2003,967.0,3259,1
5552,523,33.95,-118.38,187500,2.5833,0,1397,588.0,1821,1
5553,1566,33.95,-118.37,247600,3.111,0,3591,2062.0,6955,0
5554,228,33.96,-118.4,303300,4.1852,0,497,228.0,1138,1
5555,137,33.96,-118.41,266700,3.9792,0,310,128.0,412,1
5556,222,33.96,-118.41,284400,4.1471,0,567,219.0,1044,1
5557,387,33.94,-118.41,289600,4.7375,0,1086,394.0,2038,1
5558,639,33.96,-118.45,500001,5.723,0,1075,791.0,3097,1
5559,519,33.96,-118.45,500001,6.3267,0,1090,547.0,2723,1
5560,327,33.95,-118.44,500001,6.2551,0,771,332.0,2076,1
5561,357,33.92,-118.28,175900,2.1875,0,1309,409.0,1761,1
5562,162,33.91,-118.28,159600,2.6546,0,642,133.0,620,1
5563,348,33.9,-118.29,162000,4.4636,0,1203,309.0,1273,1
5564,470,33.91,-118.29,156400,3.8372,0,1416,532.0,2475,1
5565,593,33.91,-118.29,151200,2.4741,0,2231,618.0,2025,1
5566,505,33.92,-118.29,162800,2.7368,0,1735,532.0,2503,1
5567,591,33.88,-118.28,179700,2.6618,0,2047,675.0,2758,1
5568,528,33.88,-118.29,232800,4.317,0,1754,493.0,2307,1
5569,548,33.88,-118.29,184100,2.9063,0,2009,612.0,2082,1
5570,601,33.89,-118.29,200600,3.59,0,1578,614.0,2810,1
5571,317,33.87,-118.29,238700,4.381,0,864,340.0,1700,1
5572,369,33.86,-118.3,230200,5.1727,0,1083,365.0,2016,1
5573,308,33.86,-118.3,251300,4.9792,0,853,274.0,1511,1
5574,377,33.85,-118.29,222200,1.9049,0,1378,420.0,1391,0
5575,794,33.84,-118.31,216700,2.6491,0,2965,869.0,3559,0
5576,250,33.84,-118.3,239600,4.7222,0,825,268.0,1428,1
5577,255,33.84,-118.3,232400,4.9196,0,621,226.0,1241,1
5578,40,33.85,-118.3,200000,2.3942,0,142,36.0,123,1
5579,618,33.83,-118.3,240200,3.1851,0,1598,661.0,2693,1
5580,661,33.83,-118.3,226300,3.5473,0,1807,660.0,2716,1
5581,727,33.83,-118.31,223400,2.9619,0,2083,802.0,2880,1
5582,326,33.82,-118.3,213600,2.6136,0,1141,340.0,1499,1
5583,506,33.82,-118.3,184400,2.8106,0,2096,560.0,2080,1
5584,726,33.82,-118.3,175900,2.6368,0,2629,765.0,2659,1
5585,1038,33.81,-118.3,282700,5.322,0,3008,1068.0,5544,1
5586,519,33.8,-118.3,268300,5.3106,0,1498,513.0,2790,1
5587,704,33.8,-118.31,233300,3.125,0,2048,757.0,3096,1
5588,682,33.79,-118.3,235300,3.0057,0,2255,686.0,2793,1
5589,748,33.79,-118.3,203300,2.9154,0,1790,884.0,2782,0
5590,880,33.79,-118.3,224200,3.163,0,2159,924.0,3569,1
5591,519,33.78,-118.3,304100,4.6207,0,1172,504.0,2572,1
5592,456,33.8,-118.26,171100,3.1779,0,1658,481.0,2004,1
5593,396,33.8,-118.25,163100,3.35,0,1274,394.0,1697,1
5594,215,33.79,-118.26,181500,5.5,0,835,230.0,1291,1
5595,370,33.79,-118.25,128000,2.375,4,1799,340.0,1205,1
5596,143,33.8,-118.24,131300,3.6161,4,788,169.0,636,1
5597,112,33.8,-118.23,187500,1.3333,4,165,135.0,239,1
5598,319,33.8,-118.27,177700,3.35,0,980,327.0,1446,1
5599,527,33.79,-118.27,182300,3.1613,0,1789,561.0,2218,1
5600,354,33.79,-118.27,184600,3.3929,0,1227,365.0,1513,1
5601,335,33.8,-118.28,165500,4.0,0,1207,329.0,1471,1
5602,389,33.79,-118.28,191300,4.3816,0,1422,420.0,1895,1
5603,455,33.79,-118.28,168000,3.3009,0,1668,458.0,1989,1
5604,558,33.78,-118.28,169100,3.2011,0,1915,591.0,2233,1
5605,948,33.79,-118.29,165400,2.0,0,2855,1016.0,3708,0
5606,498,33.79,-118.29,154200,3.3427,0,951,571.0,1867,1
5607,274,33.79,-118.3,157500,2.5,0,1180,283.0,1068,1
5608,396,33.8,-118.3,146200,3.1392,0,1472,412.0,1115,0
5609,340,33.79,-118.27,174000,2.9375,0,1291,369.0,1535,1
5610,462,33.78,-118.26,174500,2.0458,4,1723,491.0,1672,1
5611,605,33.79,-118.27,158700,2.1447,0,2120,651.0,2109,1
5612,367,33.79,-118.27,172000,2.8462,0,1450,359.0,1417,1
5613,380,33.79,-118.25,138100,2.7143,4,1716,371.0,1349,1
5614,424,33.79,-118.25,150400,2.7308,4,1724,460.0,1730,1
5615,298,33.79,-118.25,139800,1.9208,4,1183,286.0,981,1
5616,652,33.78,-118.26,164700,1.9923,4,2265,706.0,2188,1
5617,241,33.79,-118.26,205600,3.5488,0,1044,264.0,1162,1
5618,23,33.78,-118.23,350000,2.5588,4,69,24.0,59,1
5619,387,33.78,-118.26,154700,2.0956,4,1524,473.0,1239,1
5620,133,33.78,-118.25,182100,1.4444,4,511,139.0,296,1
5621,162,33.78,-118.24,152300,2.25,4,784,173.0,574,1
5622,692,33.78,-118.26,163100,2.1311,4,2931,739.0,2191,1
5623,219,33.77,-118.26,164200,2.4545,4,809,253.0,886,1
5624,595,33.77,-118.27,150600,1.9964,4,2567,694.0,2272,1
5625,1110,33.78,-118.27,167300,2.5262,0,4426,1174.0,3354,1
5626,293,33.78,-118.28,160100,3.2115,0,1076,304.0,1212,1
5627,478,33.77,-118.27,141300,1.5369,4,2115,485.0,1731,1
5628,7,33.76,-118.27,112500,3.125,4,32,11.0,22,1
5629,769,33.77,-118.3,346200,2.9571,0,2831,795.0,3821,1
5630,1674,33.76,-118.3,290500,5.7764,0,4336,1716.0,9659,1
5631,65,33.77,-118.28,146900,2.9063,0,374,69.0,307,1
5632,369,33.75,-118.28,186800,2.45,4,1384,381.0,1305,1
5633,188,33.75,-118.28,187500,1.8393,4,429,189.0,393,1
5634,503,33.74,-118.28,200000,1.5394,4,1939,512.0,1751,1
5635,646,33.75,-118.28,208300,1.2276,4,1916,719.0,2442,1
5636,250,33.74,-118.28,350000,0.7591,4,486,271.0,855,1
5637,418,33.75,-118.3,416100,4.2308,0,1291,440.0,2356,1
5638,1226,33.76,-118.3,285200,5.1269,0,2678,1270.0,6097,0
5639,163,33.75,-118.3,265600,5.6611,0,481,175.0,967,1
5640,380,33.75,-118.3,273400,4.625,0,1098,386.0,1958,1
5641,413,33.74,-118.3,270800,4.4671,4,1163,410.0,2223,1
5642,457,33.74,-118.31,350000,4.5074,4,1111,472.0,2464,1
5643,935,33.74,-118.31,351200,4.3472,4,2260,974.0,5042,1
5644,386,33.75,-118.29,192400,2.5795,4,1359,443.0,1650,1
5645,526,33.75,-118.3,203100,3.5056,0,1454,517.0,1957,1
5646,285,33.75,-118.29,218900,2.7031,4,766,292.0,1319,1
5647,390,33.74,-118.29,195300,2.1473,4,1368,411.0,1503,1
5648,399,33.74,-118.29,306700,2.2188,4,1018,472.0,1438,1
5649,344,33.74,-118.29,238300,2.75,4,905,361.0,1382,1
5650,531,33.74,-118.29,225800,2.0329,4,1311,533.0,2074,1
5651,486,33.73,-118.29,225000,2.5759,4,1151,519.0,1854,1
5652,672,33.73,-118.29,242300,2.1382,4,1699,711.0,2492,1
5653,652,33.73,-118.29,268500,3.3616,4,1669,711.0,2835,1
5655,806,33.74,-118.3,260500,2.9386,4,1584,860.0,3075,1
5656,306,33.73,-118.31,368500,5.0874,4,799,295.0,1725,1
5657,282,33.73,-118.31,351900,5.249,4,656,280.0,1665,1
5658,606,33.74,-118.3,285200,3.9167,4,1184,673.0,2625,1
5659,560,33.73,-118.3,293900,4.194,4,1130,603.0,2852,1
5660,363,33.73,-118.31,350000,4.2059,4,957,361.0,2025,1
5661,539,33.74,-118.28,248100,1.8584,4,2090,556.0,1853,1
5662,737,33.73,-118.28,234500,2.0469,4,2178,802.0,2602,1
5663,516,33.73,-118.28,243200,2.1935,4,1767,588.0,2085,1
5664,529,33.73,-118.28,227200,1.9167,4,1550,559.0,2137,1
5666,535,33.72,-118.29,257500,3.1932,4,1253,584.0,2469,1
5667,595,33.72,-118.3,253400,3.4474,4,1459,658.0,2647,1
5668,554,33.72,-118.3,267800,3.3397,4,1388,583.0,2510,1
5669,588,33.73,-118.3,276400,3.5694,4,1304,606.0,2582,1
5670,288,33.73,-118.31,321500,4.1812,4,692,287.0,1642,1
5671,459,33.72,-118.31,326700,4.1451,4,1372,508.0,2711,1
5672,374,33.69,-118.33,311900,4.7216,4,1171,357.0,2168,1
5673,388,33.73,-118.31,409800,5.4533,4,986,366.0,2265,1
5674,159,33.73,-118.32,500001,7.6886,4,407,168.0,1099,1
5675,1023,33.72,-118.33,446700,6.4246,4,2297,1081.0,6191,1
5676,697,33.71,-118.29,300000,3.7596,4,1815,746.0,3135,1
5677,242,33.67,-118.31,401900,5.3074,4,611,246.0,1297,1
